book_id,title,genre,publication_year,price,rating,author_id
31167,Book Title 166,Sci-Fi,2001,27.8,2,5482
31168,Book Title 167,Fiction,1987,71.49,3,6227
31169,Book Title 168,Mystery,2023,39.44,5,4988
31170,Book Title 169,Fantasy,2005,25.85,5,5235
31171,Book Title 170,Mystery,1983,64.19,1,4907
31172,Book Title 171,Biography,1999,81.61,2,9269
31173,Book Title 172,Sci-Fi,1988,35.54,3,4606
31174,Book Title 173,Sci-Fi,2020,37.73,2,6425
31175,Book Title 174,Non-Fiction,2002,55.49,4,1928
31176,Book Title 175,Biography,2016,36.6,5,3679
31177,Book Title 176,Sci-Fi,1980,50.55,3,3602
31178,Book Title 177,Biography,2010,81.6,4,6997
31179,Book Title 178,Fantasy,1981,49.07,4,4692
31180,Book Title 179,Mystery,1995,74.65,5,7865
31181,Book Title 180,Non-Fiction,1996,78.29,2,2618
31182,Book Title 181,Non-Fiction,2019,73.7,2,2529
31183,Book Title 182,Mystery,2015,90.36,5,7681
31184,Book Title 183,Romance,2006,32.85,2,8179
31185,Book Title 184,Mystery,1997,24.75,5,3367
31186,Book Title 185,Non-Fiction,2002,83.09,1,2631
31187,Book Title 186,Biography,2014,54.48,3,8782
31188,Book Title 187,Fantasy,2000,38.82,4,1653
31189,Book Title 188,Sci-Fi,1987,79.87,5,1213
31190,Book Title 189,Fiction,2000,33.02,2,6209
31191,Book Title 190,Biography,2019,19.89,2,7780
31192,Book Title 191,Sci-Fi,1980,75.13,1,4826
31193,Book Title 192,Fantasy,1985,32.4,3,9746
31194,Book Title 193,Fiction,1991,58.34,4,544
31195,Book Title 194,Mystery,2003,99.66,3,431
31196,Book Title 195,Sci-Fi,2001,26.07,5,1464
31197,Book Title 196,Non-Fiction,1990,96.19,4,5174
31198,Book Title 197,Romance,1988,80.9,1,9228
31199,Book Title 198,Mystery,1987,25.12,5,4055
31200,Book Title 199,Fantasy,1997,80.53,2,2550
31201,Book Title 200,Fiction,1982,38.53,5,9918
31202,Book Title 201,Fiction,2003,49.94,4,5349
31203,Book Title 202,Non-Fiction,2001,12.88,2,263
31204,Book Title 203,Sci-Fi,1999,13.11,4,1852
31205,Book Title 204,Romance,1991,11.62,4,945
31206,Book Title 205,Fiction,1987,83.19,4,2483
31207,Book Title 206,Biography,1994,5.24,1,6384
31208,Book Title 207,Sci-Fi,1985,89.91,5,3633
31209,Book Title 208,Sci-Fi,2019,18.81,5,6405
31210,Book Title 209,Fiction,2004,75.24,3,3528
31211,Book Title 210,Fantasy,2002,30.18,5,9316
31212,Book Title 211,Mystery,2020,74.4,2,2163
31213,Book Title 212,Biography,2009,62.19,5,2341
31214,Book Title 213,Fantasy,2011,53.84,1,5931
31215,Book Title 214,Non-Fiction,1992,36.33,2,4802
31216,Book Title 215,Sci-Fi,2022,32.76,5,1120
31217,Book Title 216,Romance,2006,27.56,3,9057
31218,Book Title 217,Biography,1992,93.3,5,9594
31219,Book Title 218,Fiction,2015,50.08,1,8052
31220,Book Title 219,Biography,2007,13.67,3,5185
31221,Book Title 220,Romance,1994,13.99,2,8429
31222,Book Title 221,Romance,2022,65.96,4,1126
31223,Book Title 222,Biography,2007,51.6,5,5608
31224,Book Title 223,Sci-Fi,2002,48.56,3,820
31225,Book Title 224,Biography,1992,76.29,5,497
31226,Book Title 225,Fiction,1986,39.56,4,4337
31227,Book Title 226,Romance,2001,17.49,4,5340
31228,Book Title 227,Fiction,2006,48.65,5,5262
31229,Book Title 228,Fantasy,2023,65.11,2,7242
31230,Book Title 229,Fantasy,2017,99.98,3,1961
31231,Book Title 230,Biography,2010,18.43,3,200
31232,Book Title 231,Mystery,2008,40.01,5,6670
31233,Book Title 232,Romance,2017,53.16,3,8449
31234,Book Title 233,Fiction,2007,39.05,5,5875
31235,Book Title 234,Romance,1996,41.61,5,6862
31236,Book Title 235,Biography,2002,72.94,5,3737
31237,Book Title 236,Sci-Fi,2015,49.67,5,540
31238,Book Title 237,Non-Fiction,2009,50.12,5,9349
31239,Book Title 238,Sci-Fi,1987,53.87,3,7278
31240,Book Title 239,Romance,1981,80.29,5,8526
31241,Book Title 240,Sci-Fi,2012,13.0,1,7186
31242,Book Title 241,Non-Fiction,2010,51.82,1,5424
31243,Book Title 242,Mystery,2000,53.03,2,259
31244,Book Title 243,Romance,2000,35.1,1,4315
31245,Book Title 244,Biography,1982,18.58,4,1627
31246,Book Title 245,Biography,1989,10.78,2,5219
31247,Book Title 246,Non-Fiction,2003,34.4,3,5265
31248,Book Title 247,Biography,1989,81.85,3,3505
31249,Book Title 248,Biography,2019,14.83,4,5082
31250,Book Title 249,Biography,2013,7.29,5,1551
31251,Book Title 250,Sci-Fi,2016,68.44,3,1812
31252,Book Title 251,Non-Fiction,2006,61.55,5,3686
31253,Book Title 252,Romance,2003,43.91,5,4737
31254,Book Title 253,Sci-Fi,1997,70.27,3,9171
31255,Book Title 254,Fantasy,2009,99.53,1,7029
31256,Book Title 255,Mystery,1986,67.0,1,9235
31257,Book Title 256,Sci-Fi,1990,29.21,3,9040
31258,Book Title 257,Non-Fiction,1981,99.44,2,9868
31259,Book Title 258,Sci-Fi,1992,42.07,1,7829
31260,Book Title 259,Romance,1982,9.66,1,7056
31261,Book Title 260,Mystery,2012,95.0,3,9843
31262,Book Title 261,Fantasy,2021,41.12,4,7043
31263,Book Title 262,Fiction,1985,72.41,3,4771
31264,Book Title 263,Mystery,1989,67.35,4,4736
31265,Book Title 264,Fiction,1988,59.7,4,6106
31266,Book Title 265,Fiction,2003,45.69,4,6228
31267,Book Title 266,Fiction,2012,14.26,5,7902
31268,Book Title 267,Romance,2020,86.27,3,2536
31269,Book Title 268,Fiction,2015,10.56,2,2695
31270,Book Title 269,Fiction,2004,24.47,3,3570
31271,Book Title 270,Fantasy,2008,59.2,2,2213
31272,Book Title 271,Biography,1994,13.62,5,1754
31273,Book Title 272,Biography,1994,99.65,4,2764
31274,Book Title 273,Non-Fiction,2018,53.57,5,7214
31275,Book Title 274,Fantasy,1997,64.1,2,9226
31276,Book Title 275,Fantasy,1988,91.63,3,1594
31277,Book Title 276,Biography,1986,33.55,2,2662
31278,Book Title 277,Romance,2014,34.75,2,9588
31279,Book Title 278,Non-Fiction,1984,54.79,1,1669
31280,Book Title 279,Romance,2020,56.03,1,3907
31281,Book Title 280,Non-Fiction,1980,48.83,4,682
31282,Book Title 281,Mystery,2004,29.38,1,1260
31283,Book Title 282,Romance,1997,30.42,5,8589
31284,Book Title 283,Fantasy,1980,30.91,1,219
31285,Book Title 284,Biography,2003,6.72,4,1564
31286,Book Title 285,Romance,1982,14.17,5,130
31287,Book Title 286,Fiction,2005,37.91,2,1136
31288,Book Title 287,Non-Fiction,2008,94.58,5,2181
31289,Book Title 288,Non-Fiction,2023,21.03,1,2798
31290,Book Title 289,Mystery,2023,74.43,2,4020
31291,Book Title 290,Fiction,2004,57.99,3,2074
31292,Book Title 291,Fantasy,2021,51.63,1,2399
31293,Book Title 292,Sci-Fi,1997,60.74,3,3484
31294,Book Title 293,Sci-Fi,1994,62.17,1,1283
31295,Book Title 294,Sci-Fi,2013,56.68,1,7113
31296,Book Title 295,Sci-Fi,2012,25.83,4,1404
31297,Book Title 296,Fiction,2021,53.92,4,9867
31298,Book Title 297,Fantasy,1984,93.59,5,6467
31299,Book Title 298,Fiction,1983,16.3,4,8471
31300,Book Title 299,Fiction,1990,33.9,1,7915
31301,Book Title 300,Biography,2018,37.1,3,4203
31302,Book Title 301,Biography,2015,88.16,1,3277
31303,Book Title 302,Sci-Fi,2008,44.08,2,8942
31304,Book Title 303,Non-Fiction,2001,38.97,4,2452
31305,Book Title 304,Biography,1987,9.11,2,9476
31306,Book Title 305,Sci-Fi,1981,81.8,1,9729
31307,Book Title 306,Romance,1989,95.78,2,1329
31308,Book Title 307,Non-Fiction,1992,15.16,1,2248
31309,Book Title 308,Romance,1984,93.38,3,4331
31310,Book Title 309,Fiction,2008,63.14,2,8162
31311,Book Title 310,Fantasy,1987,92.54,1,9934
31312,Book Title 311,Romance,2016,74.46,1,2863
31313,Book Title 312,Fantasy,1985,41.23,4,9617
31314,Book Title 313,Non-Fiction,2023,68.33,2,3485
31315,Book Title 314,Mystery,2007,32.87,3,5046
31316,Book Title 315,Fiction,1999,51.9,4,7258
31317,Book Title 316,Mystery,2012,77.46,1,3002
31318,Book Title 317,Biography,2021,94.37,2,4939
31319,Book Title 318,Non-Fiction,2008,76.7,4,9603
31320,Book Title 319,Fantasy,2002,27.28,1,8498
31321,Book Title 320,Sci-Fi,1992,5.68,5,379
31322,Book Title 321,Fantasy,2015,17.6,1,4246
31323,Book Title 322,Romance,2010,100.0,1,8677
31324,Book Title 323,Fantasy,2003,62.69,1,2663
31325,Book Title 324,Fantasy,1983,33.21,2,3751
31326,Book Title 325,Romance,1988,8.85,3,6540
31327,Book Title 326,Mystery,1991,26.42,5,8842
31328,Book Title 327,Mystery,2006,17.59,5,9581
31329,Book Title 328,Mystery,2010,65.42,3,2095
31330,Book Title 329,Romance,2012,10.3,2,5170
31331,Book Title 330,Fantasy,2002,39.95,3,1029
31332,Book Title 331,Biography,2013,35.11,2,7647
31333,Book Title 332,Fiction,2013,28.23,1,8553
31334,Book Title 333,Fiction,1987,23.6,2,998
31335,Book Title 334,Sci-Fi,2004,67.37,2,7701
31336,Book Title 335,Biography,1986,65.24,4,33
31337,Book Title 336,Non-Fiction,1989,53.6,1,2434
31338,Book Title 337,Fiction,2004,86.09,5,5202
31339,Book Title 338,Non-Fiction,2004,19.33,5,5418
31340,Book Title 339,Sci-Fi,1981,59.99,5,8119
31341,Book Title 340,Mystery,2023,17.61,1,9388
31342,Book Title 341,Fantasy,2003,38.39,2,5925
31343,Book Title 342,Sci-Fi,2022,84.05,5,5638
31344,Book Title 343,Sci-Fi,2014,53.06,4,5682
31345,Book Title 344,Biography,2012,55.95,5,3869
31346,Book Title 345,Fiction,2002,53.82,5,9438
31347,Book Title 346,Fiction,1985,59.39,1,1341
31348,Book Title 347,Fantasy,2005,30.94,1,7480
31349,Book Title 348,Biography,1999,48.88,5,1850
31350,Book Title 349,Non-Fiction,2005,94.21,2,5131
31351,Book Title 350,Romance,2007,8.65,1,2538
31352,Book Title 351,Fiction,2014,39.06,4,8393
31353,Book Title 352,Non-Fiction,2014,72.61,3,1139
31354,Book Title 353,Biography,1991,49.69,5,628
31355,Book Title 354,Fiction,2000,51.72,1,8387
31356,Book Title 355,Biography,2014,43.96,1,7841
31357,Book Title 356,Fantasy,1990,61.87,5,2405
31358,Book Title 357,Fantasy,2004,80.55,1,3855
31359,Book Title 358,Fantasy,2022,27.31,3,2221
31360,Book Title 359,Fiction,2002,97.68,1,8788
31361,Book Title 360,Romance,2016,12.6,1,1900
31362,Book Title 361,Fantasy,2021,71.61,5,9624
31363,Book Title 362,Romance,2016,71.44,2,4874
31364,Book Title 363,Mystery,2008,12.15,1,2673
31365,Book Title 364,Romance,1991,90.54,4,307
31366,Book Title 365,Fiction,2019,55.47,5,5656
31367,Book Title 366,Fantasy,1996,51.96,2,9347
31368,Book Title 367,Mystery,2021,42.03,5,9616
31369,Book Title 368,Sci-Fi,2019,94.05,1,251
31370,Book Title 369,Fiction,2000,69.86,2,313
31371,Book Title 370,Fantasy,1988,37.85,3,1025
31372,Book Title 371,Romance,1993,12.1,3,8565
31373,Book Title 372,Fantasy,1995,7.45,3,6414
31374,Book Title 373,Mystery,1998,54.61,4,3629
31375,Book Title 374,Mystery,2004,78.15,2,3572
31376,Book Title 375,Sci-Fi,1981,39.6,1,2541
31377,Book Title 376,Mystery,2002,7.02,1,9433
31378,Book Title 377,Sci-Fi,1992,42.41,1,8066
31379,Book Title 378,Sci-Fi,1980,41.26,1,2781
31380,Book Title 379,Mystery,2009,94.3,4,3554
31381,Book Title 380,Fiction,2009,60.67,3,7936
31382,Book Title 381,Fiction,2005,23.09,3,2869
31383,Book Title 382,Fantasy,1996,89.75,1,8009
31384,Book Title 383,Non-Fiction,2016,19.68,1,2818
31385,Book Title 384,Sci-Fi,2011,73.92,2,4316
31386,Book Title 385,Mystery,1990,7.48,3,4275
31387,Book Title 386,Mystery,2023,37.81,1,5501
31388,Book Title 387,Fiction,1991,54.75,1,5247
31389,Book Title 388,Sci-Fi,2013,23.58,5,4840
31390,Book Title 389,Fantasy,1995,28.73,2,9254
31391,Book Title 390,Biography,1998,88.67,5,7083
31392,Book Title 391,Mystery,2000,94.77,4,6040
31393,Book Title 392,Fantasy,2001,82.84,5,3456
31394,Book Title 393,Non-Fiction,2003,21.6,2,1171
31395,Book Title 394,Fantasy,1983,24.22,5,9203
31396,Book Title 395,Romance,2000,51.56,5,9645
31397,Book Title 396,Mystery,1990,5.2,5,3932
31398,Book Title 397,Romance,2010,86.66,1,7789
31399,Book Title 398,Sci-Fi,2003,94.91,5,5827
31400,Book Title 399,Non-Fiction,1985,59.13,1,8133
31401,Book Title 400,Mystery,2006,43.64,5,475
31402,Book Title 401,Sci-Fi,2017,44.28,3,3916
31403,Book Title 402,Biography,2010,47.83,2,516
31404,Book Title 403,Non-Fiction,2002,85.35,3,6698
31405,Book Title 404,Non-Fiction,1999,42.38,2,2805
31406,Book Title 405,Romance,1984,80.11,1,7609
31407,Book Title 406,Fantasy,1981,20.03,2,8697
31408,Book Title 407,Sci-Fi,1980,40.15,4,4526
31409,Book Title 408,Fantasy,1989,29.6,2,8254
31410,Book Title 409,Fiction,2006,12.53,1,2351
31411,Book Title 410,Biography,2004,21.71,3,9550
31412,Book Title 411,Fiction,2010,48.9,5,3800
31413,Book Title 412,Non-Fiction,2009,84.11,2,1099
31414,Book Title 413,Mystery,2014,11.48,4,2250
31415,Book Title 414,Mystery,2014,57.33,2,662
31416,Book Title 415,Fiction,2000,11.15,3,982
31417,Book Title 416,Non-Fiction,2000,92.1,1,6902
31418,Book Title 417,Biography,2000,65.34,3,3322
31419,Book Title 418,Fantasy,2000,34.49,2,5533
31420,Book Title 419,Non-Fiction,2005,39.71,3,42
31421,Book Title 420,Biography,1989,45.96,4,5755
31422,Book Title 421,Biography,2009,49.04,5,3532
31423,Book Title 422,Fantasy,1998,80.07,1,7809
31424,Book Title 423,Mystery,1993,11.53,5,135
31425,Book Title 424,Fiction,2019,36.35,4,4326
31426,Book Title 425,Fiction,1983,57.03,3,7832
31427,Book Title 426,Non-Fiction,2021,63.95,4,5314
31428,Book Title 427,Sci-Fi,1983,48.73,5,5865
31429,Book Title 428,Romance,1987,49.08,1,9430
31430,Book Title 429,Fantasy,1987,25.09,2,8917
31431,Book Title 430,Romance,1990,6.92,3,3460
31432,Book Title 431,Fantasy,1999,55.27,3,6503
31433,Book Title 432,Mystery,1998,65.19,2,6680
31434,Book Title 433,Romance,2005,17.78,2,5552
31435,Book Title 434,Fantasy,2003,78.44,4,8498
31436,Book Title 435,Romance,1997,90.0,1,3382
31437,Book Title 436,Sci-Fi,2012,37.25,3,1752
31438,Book Title 437,Romance,1986,70.76,3,7914
31439,Book Title 438,Fantasy,2018,8.3,5,503
31440,Book Title 439,Sci-Fi,1992,80.0,4,6456
31441,Book Title 440,Mystery,2021,56.57,4,7683
31442,Book Title 441,Sci-Fi,1989,48.04,1,713
31443,Book Title 442,Biography,2009,12.56,1,9794
31444,Book Title 443,Mystery,1992,58.16,5,2214
31445,Book Title 444,Fiction,1995,31.67,5,4686
31446,Book Title 445,Romance,1982,77.04,1,2125
31447,Book Title 446,Fantasy,2018,18.37,3,6708
31448,Book Title 447,Non-Fiction,2017,94.22,3,3592
31449,Book Title 448,Fantasy,1991,89.66,5,9474
31450,Book Title 449,Romance,1980,93.26,2,8685
31451,Book Title 450,Sci-Fi,2000,42.63,2,5991
31452,Book Title 451,Mystery,1991,43.3,1,7910
31453,Book Title 452,Biography,1997,98.1,1,3021
31454,Book Title 453,Fantasy,2005,57.85,4,4585
31455,Book Title 454,Non-Fiction,2007,83.52,3,3191
31456,Book Title 455,Fiction,2020,87.73,3,4289
31457,Book Title 456,Biography,1998,12.04,5,3801
31458,Book Title 457,Sci-Fi,2022,94.81,1,800
31459,Book Title 458,Fiction,2021,9.31,4,5714
31460,Book Title 459,Romance,2001,44.73,5,8146
31461,Book Title 460,Non-Fiction,2014,78.36,1,3991
31462,Book Title 461,Romance,1991,68.11,5,2239
31463,Book Title 462,Fiction,2004,78.29,1,6497
31464,Book Title 463,Fantasy,2005,41.53,2,982
31465,Book Title 464,Sci-Fi,2009,79.44,4,1879
31466,Book Title 465,Mystery,1995,86.42,3,3128
31467,Book Title 466,Fantasy,2012,98.68,4,4179
31468,Book Title 467,Sci-Fi,1982,14.94,2,7433
31469,Book Title 468,Sci-Fi,2001,14.03,4,306
31470,Book Title 469,Non-Fiction,1983,56.27,2,3806
31471,Book Title 470,Mystery,1990,31.26,5,7990
31472,Book Title 471,Fiction,1982,27.77,1,7917
31473,Book Title 472,Fantasy,2022,41.18,2,6306
31474,Book Title 473,Romance,1999,68.17,4,641
31475,Book Title 474,Romance,2005,29.72,5,3230
31476,Book Title 475,Mystery,2014,51.28,2,6374
31477,Book Title 476,Biography,2009,47.41,4,6791
31478,Book Title 477,Fiction,2022,95.28,1,1678
31479,Book Title 478,Biography,2023,82.94,4,6662
31480,Book Title 479,Fiction,1982,88.67,5,6950
31481,Book Title 480,Sci-Fi,1998,8.65,3,8346
31482,Book Title 481,Romance,2013,54.59,5,5298
31483,Book Title 482,Mystery,1998,74.73,4,781
31484,Book Title 483,Mystery,1994,92.94,5,6224
31485,Book Title 484,Fiction,2003,32.17,4,4680
31486,Book Title 485,Mystery,2020,55.23,5,7707
31487,Book Title 486,Sci-Fi,2002,11.98,1,700
31488,Book Title 487,Biography,1991,81.25,4,7602
31489,Book Title 488,Biography,2018,25.85,2,9833
31490,Book Title 489,Non-Fiction,2006,63.29,4,7448
31491,Book Title 490,Biography,1981,64.01,5,8554
31492,Book Title 491,Sci-Fi,1983,82.01,5,6896
31493,Book Title 492,Non-Fiction,1985,62.22,4,1099
31494,Book Title 493,Romance,2002,59.21,2,3034
31495,Book Title 494,Sci-Fi,2012,64.15,5,7833
31496,Book Title 495,Sci-Fi,1993,81.22,2,9537
31497,Book Title 496,Mystery,2005,80.15,4,3461
31498,Book Title 497,Mystery,1995,85.77,5,8413
31499,Book Title 498,Biography,2002,7.5,5,5323
31500,Book Title 499,Sci-Fi,2015,46.74,1,3182
31501,Book Title 500,Fiction,2020,23.86,1,9675
31502,Book Title 501,Biography,2016,33.53,5,8284
31503,Book Title 502,Mystery,1997,63.02,1,7519
31504,Book Title 503,Non-Fiction,2002,84.15,4,7711
31505,Book Title 504,Mystery,2019,50.96,1,2227
31506,Book Title 505,Fiction,1985,88.46,3,6254
31507,Book Title 506,Romance,2019,32.7,1,588
31508,Book Title 507,Sci-Fi,2009,52.85,2,5413
31509,Book Title 508,Non-Fiction,2004,75.82,3,1681
31510,Book Title 509,Romance,1992,70.42,4,255
31511,Book Title 510,Romance,1997,64.76,3,8728
31512,Book Title 511,Romance,2004,93.78,3,4238
31513,Book Title 512,Romance,2017,32.9,2,1472
31514,Book Title 513,Romance,1993,33.91,5,8455
31515,Book Title 514,Fantasy,2023,21.21,1,1492
31516,Book Title 515,Biography,1980,44.09,1,2028
31517,Book Title 516,Sci-Fi,1983,11.12,5,4248
31518,Book Title 517,Non-Fiction,1996,31.05,3,8709
31519,Book Title 518,Biography,1997,27.54,4,2165
31520,Book Title 519,Biography,1992,86.89,2,3175
31521,Book Title 520,Fiction,2013,91.38,1,9530
31522,Book Title 521,Fiction,2004,28.69,5,7397
31523,Book Title 522,Mystery,1980,41.87,2,8553
31524,Book Title 523,Biography,2007,63.55,3,1986
31525,Book Title 524,Non-Fiction,1981,32.03,3,4018
31526,Book Title 525,Fiction,2014,41.94,1,6143
31527,Book Title 526,Fiction,2019,58.2,3,2755
31528,Book Title 527,Biography,1985,35.39,5,7217
31529,Book Title 528,Fantasy,2001,92.9,3,2960
31530,Book Title 529,Sci-Fi,2022,63.37,3,1766
31531,Book Title 530,Non-Fiction,2007,77.29,1,5049
31532,Book Title 531,Romance,2020,76.64,4,4836
31533,Book Title 532,Biography,2009,56.09,2,9877
31534,Book Title 533,Sci-Fi,2016,98.27,5,6909
31535,Book Title 534,Biography,1980,27.26,2,1459
31536,Book Title 535,Fantasy,2022,25.85,4,2420
31537,Book Title 536,Fiction,1995,33.84,4,7561
31538,Book Title 537,Fiction,2009,12.15,5,8075
31539,Book Title 538,Sci-Fi,2003,53.69,2,4365
31540,Book Title 539,Romance,1984,87.94,4,5722
31541,Book Title 540,Non-Fiction,2022,61.94,5,1310
31542,Book Title 541,Non-Fiction,1980,74.46,5,4060
31543,Book Title 542,Fantasy,1996,35.92,5,2057
31544,Book Title 543,Mystery,2020,51.17,1,7090
31545,Book Title 544,Romance,1980,86.48,4,6578
31546,Book Title 545,Romance,2006,78.9,2,368
31547,Book Title 546,Mystery,2006,92.18,3,1698
31548,Book Title 547,Romance,2009,62.66,5,6152
31549,Book Title 548,Biography,2008,89.16,5,2816
31550,Book Title 549,Mystery,1987,64.14,5,3199
31551,Book Title 550,Fiction,1993,55.48,4,3846
31552,Book Title 551,Romance,2016,91.21,3,7090
31553,Book Title 552,Fantasy,1985,12.62,4,9943
31554,Book Title 553,Romance,2007,10.74,4,1593
31555,Book Title 554,Mystery,2007,73.43,1,7753
31556,Book Title 555,Biography,1996,89.06,5,5528
31557,Book Title 556,Mystery,1990,57.34,1,9173
31558,Book Title 557,Mystery,1996,55.57,5,2718
31559,Book Title 558,Sci-Fi,2009,85.84,5,5407
31560,Book Title 559,Fantasy,2008,57.74,4,4401
31561,Book Title 560,Romance,2021,9.42,4,2974
31562,Book Title 561,Sci-Fi,2018,72.98,4,6213
31563,Book Title 562,Non-Fiction,2003,65.02,4,9000
31564,Book Title 563,Romance,2010,51.7,2,8506
31565,Book Title 564,Biography,2004,57.72,1,8844
31566,Book Title 565,Mystery,1997,81.54,2,6513
31567,Book Title 566,Romance,1982,35.45,1,871
31568,Book Title 567,Romance,1987,82.77,1,5352
31569,Book Title 568,Fiction,2011,61.8,4,5227
31570,Book Title 569,Fiction,1989,24.68,1,7758
31571,Book Title 570,Non-Fiction,2007,49.01,2,3109
31572,Book Title 571,Fiction,2016,54.26,1,689
31573,Book Title 572,Romance,2004,5.47,3,2372
31574,Book Title 573,Biography,2014,89.83,3,3348
31575,Book Title 574,Mystery,2012,55.07,2,6227
31576,Book Title 575,Mystery,1982,92.3,3,6698
31577,Book Title 576,Romance,2005,89.67,5,8751
31578,Book Title 577,Mystery,2023,91.57,3,2453
31579,Book Title 578,Non-Fiction,1982,86.46,3,2433
31580,Book Title 579,Mystery,1991,83.07,2,9780
31581,Book Title 580,Fantasy,1990,12.31,2,9879
31582,Book Title 581,Biography,2015,26.99,2,7759
31583,Book Title 582,Fiction,1996,80.28,2,8181
31584,Book Title 583,Mystery,2002,31.57,1,330
31585,Book Title 584,Biography,2006,5.76,2,2772
31586,Book Title 585,Mystery,2016,31.25,2,7151
31587,Book Title 586,Non-Fiction,1983,81.53,1,6127
31588,Book Title 587,Mystery,2015,14.57,3,8081
31589,Book Title 588,Fantasy,1998,28.35,5,2503
31590,Book Title 589,Romance,2020,11.58,3,9277
31591,Book Title 590,Biography,1989,50.86,5,6432
31592,Book Title 591,Non-Fiction,1991,26.51,2,3415
31593,Book Title 592,Fantasy,2018,38.5,2,5317
31594,Book Title 593,Biography,2009,10.41,2,7851
31595,Book Title 594,Biography,1988,25.44,4,5321
31596,Book Title 595,Fantasy,1989,71.32,5,7000
31597,Book Title 596,Fantasy,2015,18.93,4,9122
31598,Book Title 597,Sci-Fi,2017,32.88,4,4916
31599,Book Title 598,Sci-Fi,2013,63.61,2,441
31600,Book Title 599,Non-Fiction,2016,82.48,3,8442
31601,Book Title 600,Fiction,2009,75.51,3,1192
31602,Book Title 601,Non-Fiction,2022,99.11,4,982
31603,Book Title 602,Fiction,1984,38.4,1,503
31604,Book Title 603,Fantasy,1985,93.15,2,6447
31605,Book Title 604,Biography,1997,79.56,1,7941
31606,Book Title 605,Sci-Fi,2001,9.41,3,7822
31607,Book Title 606,Mystery,2013,70.32,5,5069
31608,Book Title 607,Biography,2010,81.45,1,2140
31609,Book Title 608,Non-Fiction,1992,51.3,3,7285
31610,Book Title 609,Romance,2008,56.56,5,1108
31611,Book Title 610,Non-Fiction,2012,83.11,3,1960
31612,Book Title 611,Fiction,1994,48.17,5,3748
31613,Book Title 612,Non-Fiction,1996,75.17,5,9493
31614,Book Title 613,Non-Fiction,2004,91.12,5,4619
31615,Book Title 614,Romance,1998,26.34,1,927
31616,Book Title 615,Fiction,1986,41.17,4,5882
31617,Book Title 616,Mystery,2003,26.34,3,3958
31618,Book Title 617,Fiction,1989,40.86,3,3368
31619,Book Title 618,Mystery,2018,65.9,1,1612
31620,Book Title 619,Mystery,1983,58.53,5,9394
31621,Book Title 620,Sci-Fi,2006,39.6,1,8363
31622,Book Title 621,Non-Fiction,2019,13.21,5,8893
31623,Book Title 622,Biography,2022,62.61,1,6298
31624,Book Title 623,Romance,1997,16.5,3,7375
31625,Book Title 624,Mystery,2016,92.09,5,7457
31626,Book Title 625,Fiction,2006,44.25,1,4515
31627,Book Title 626,Mystery,2004,25.15,5,3573
31628,Book Title 627,Mystery,2016,68.98,3,7526
31629,Book Title 628,Mystery,1991,95.55,2,2886
31630,Book Title 629,Fiction,1986,32.13,1,7084
31631,Book Title 630,Non-Fiction,1992,79.04,4,7967
31632,Book Title 631,Non-Fiction,2009,46.29,1,2576
31633,Book Title 632,Mystery,2023,78.49,3,6395
31634,Book Title 633,Romance,1983,63.15,1,6402
31635,Book Title 634,Mystery,1997,48.85,5,9645
31636,Book Title 635,Fiction,2017,22.77,4,4687
31637,Book Title 636,Fantasy,1988,47.34,3,7959
31638,Book Title 637,Fantasy,2014,45.98,4,2224
31639,Book Title 638,Biography,2023,39.85,5,5572
31640,Book Title 639,Sci-Fi,1988,39.34,5,1230
31641,Book Title 640,Mystery,1999,80.91,1,8946
31642,Book Title 641,Sci-Fi,1989,54.38,4,791
31643,Book Title 642,Fantasy,2012,69.45,4,8524
31644,Book Title 643,Non-Fiction,2006,73.08,3,6670
31645,Book Title 644,Fantasy,1999,81.91,4,9534
31646,Book Title 645,Fiction,2017,93.21,3,3846
31647,Book Title 646,Sci-Fi,1980,49.55,3,6777
31648,Book Title 647,Romance,1998,20.86,5,4791
31649,Book Title 648,Biography,2009,44.46,2,3522
31650,Book Title 649,Non-Fiction,2008,82.38,3,572
31651,Book Title 650,Sci-Fi,2023,49.61,5,862
31652,Book Title 651,Fiction,2011,14.45,5,6994
31653,Book Title 652,Sci-Fi,1983,20.27,2,2712
31654,Book Title 653,Mystery,1983,28.63,3,6766
31655,Book Title 654,Fiction,2006,39.7,3,445
31656,Book Title 655,Mystery,2016,40.42,2,6488
31657,Book Title 656,Fiction,1983,10.34,1,2411
31658,Book Title 657,Fantasy,2011,72.75,5,3946
31659,Book Title 658,Romance,1988,87.91,4,7259
31660,Book Title 659,Fiction,1994,86.2,5,3017
31661,Book Title 660,Mystery,1990,26.8,4,970
31662,Book Title 661,Biography,1999,49.22,3,3902
31663,Book Title 662,Non-Fiction,1981,89.65,1,4902
31664,Book Title 663,Non-Fiction,2000,34.38,5,8026
31665,Book Title 664,Non-Fiction,2014,83.61,4,8701
31666,Book Title 665,Sci-Fi,1990,96.13,2,4912
31667,Book Title 666,Romance,2004,29.19,4,2494
31668,Book Title 667,Fiction,2003,11.2,5,4318
31669,Book Title 668,Sci-Fi,1996,73.38,3,1068
31670,Book Title 669,Romance,1983,59.48,5,1408
31671,Book Title 670,Fantasy,1989,90.51,3,6393
31672,Book Title 671,Biography,1993,58.16,1,292
