order_id,customer_id,book_id,quantity,order_date
44012,1817,1413,3,2024-08-21
44013,3063,1197,4,2024-04-17
44014,659,3167,1,2024-09-11
44015,7079,1974,2,2024-09-13
44016,9555,4561,3,2024-02-07
44017,5866,2058,5,2024-05-04
44018,6717,5199,5,2024-03-27
44019,6895,8397,5,2024-09-27
44020,7163,4653,3,2024-07-17
44021,368,9850,4,2024-07-28
44022,4346,2237,1,2024-04-19
44023,7594,4080,3,2024-08-30
44024,1590,7528,2,2024-01-11
44025,6040,7653,2,2024-01-31
44026,3903,5450,1,2024-03-21
44027,9798,6445,5,2024-02-07
44028,2391,2645,5,2024-10-19
44029,6495,3013,3,2024-11-03
44030,1118,5190,2,2024-02-07
44031,9494,7806,1,2024-09-23
44032,7482,4364,4,2024-10-27
44033,6052,484,4,2024-06-09
44034,8348,5846,3,2024-10-27
44035,5815,7365,4,2024-05-29
44036,226,5214,1,2024-09-27
44037,5137,2609,2,2024-10-11
44038,4624,8581,4,2024-11-12
44039,3256,6045,4,2024-07-18
44040,3452,2625,2,2024-03-13
44041,3851,7286,3,2024-09-01
44042,387,8372,2,2024-09-15
44043,6025,4798,3,2024-02-03
44044,679,5228,1,2024-03-30
44045,9256,6092,1,2024-09-29
44046,4029,9362,3,2024-01-19
44047,1395,532,3,2024-05-03
44048,3087,5514,5,2024-07-13
44049,932,7382,2,2024-01-12
44050,2135,2786,5,2024-04-02
44051,2862,5285,4,2024-10-02
44052,9990,3492,1,2024-05-13
44053,7304,2778,5,2024-11-04
44054,2637,7227,3,2024-09-05
44055,5540,9054,1,2024-06-26
44056,1876,2764,4,2024-09-30
44057,7334,5286,5,2024-04-08
44058,4852,4201,5,2024-05-17
44059,9266,4229,5,2024-09-12
44060,2024,3411,4,2024-09-22
44061,3911,7270,4,2024-10-11
44062,6517,7462,1,2024-07-18
44063,4180,1840,1,2024-08-04
44064,955,8974,3,2024-08-29
44065,6154,6276,4,2024-07-03
44066,1434,8014,4,2024-10-11
44067,8750,5318,3,2024-10-02
44068,5566,6225,2,2024-09-07
44069,8633,3082,2,2024-07-24
44070,9195,9745,1,2024-05-04
44071,7501,2765,5,2024-06-14
44072,5791,3997,4,2024-01-02
44073,1932,5542,1,2024-11-19
44074,5194,5883,2,2024-09-06
44075,4355,2637,3,2024-06-08
44076,373,453,3,2024-11-15
44077,2991,1233,1,2024-05-13
44078,1585,682,3,2024-04-20
44079,7058,8125,5,2024-01-05
44080,3526,4957,3,2024-08-01
44081,8503,7253,3,2024-07-06
44082,610,1278,4,2024-11-15
44083,9820,8866,2,2024-07-01
44084,6354,862,4,2024-04-14
44085,7181,6720,3,2024-07-18
44086,3100,242,5,2024-06-22
44087,7697,8000,3,2024-05-16
44088,2879,9728,3,2024-06-26
44089,8928,2781,2,2024-04-03
44090,5977,6219,4,2024-06-12
44091,7963,3667,2,2024-06-28
44092,3866,6466,4,2024-07-09
44093,8353,7540,2,2024-03-05
44094,5704,6937,3,2024-08-30
44095,293,2665,1,2024-07-06
44096,2814,6234,2,2024-05-06
44097,3105,537,2,2024-03-07
44098,6255,902,1,2024-01-03
44099,96,236,4,2024-10-20
44100,3744,144,2,2024-08-09
44101,9548,2051,4,2024-09-26
44102,7825,666,5,2024-10-10
44103,4396,1425,3,2024-04-22
44104,5500,414,3,2024-10-21
44105,5979,424,5,2024-02-13
44106,2237,3513,5,2024-09-20
44107,5774,1992,2,2024-07-05
44108,6488,7141,2,2024-08-14
44109,6595,7707,1,2024-09-09
44110,1567,5935,2,2024-10-15
44111,1058,2068,2,2024-06-10
44112,7969,4638,4,2024-03-15
44113,5801,7237,5,2024-06-21
44114,281,6299,4,2024-02-19
44115,6046,8421,1,2024-08-05
44116,9641,7642,2,2024-06-22
44117,4472,4010,2,2024-07-10
44118,6517,1290,1,2024-01-08
44119,938,118,4,2024-11-12
44120,5292,3423,4,2024-04-06
44121,4936,3353,1,2024-11-18
44122,5712,6609,5,2024-09-07
44123,145,831,2,2024-10-21
44124,7323,3603,5,2024-07-28
44125,2519,366,3,2024-04-09
44126,7144,3119,3,2024-09-05
44127,3301,9074,4,2024-04-08
44128,1990,7302,2,2024-05-11
44129,2711,8965,5,2024-03-02
44130,7470,4256,2,2024-06-13
44131,9118,3752,3,2024-04-04
44132,3755,8828,4,2024-02-18
44133,3676,7101,2,2024-01-19
44134,1369,3452,5,2024-07-27
44135,1832,5155,3,2024-03-01
44136,687,7075,1,2024-02-24
44137,3647,5893,3,2024-07-21
44138,4577,1454,3,2024-10-15
44139,4455,6343,3,2024-03-02
44140,4892,9687,4,2024-02-26
44141,7344,3674,1,2024-05-10
44142,4583,4056,5,2024-04-06
44143,7520,9577,3,2024-04-13
44144,3731,5500,2,2024-01-18
44145,7921,2372,2,2024-06-06
44146,415,4862,5,2024-11-07
44147,744,4704,4,2024-02-19
44148,3289,1298,4,2024-09-29
44149,9133,4564,3,2024-02-09
44150,6834,4428,4,2024-09-18
44151,2034,2389,4,2024-01-13
44152,6830,8543,3,2024-03-07
44153,70,1849,4,2024-04-18
44154,1913,8770,5,2024-05-06
44155,1889,636,5,2024-03-11
44156,3138,511,4,2024-08-17
44157,4921,9134,2,2024-05-17
44158,8391,4459,2,2024-02-23
44159,6026,243,4,2024-04-23
44160,4672,8270,4,2024-09-12
44161,972,4534,5,2024-08-20
44162,9667,2020,4,2024-02-20
44163,5309,9002,5,2024-05-02
44164,3492,7525,2,2024-03-23
44165,439,7502,3,2024-08-31
44166,9722,3032,4,2024-05-20
44167,1149,9932,2,2024-05-09
44168,3052,7168,2,2024-08-07
44169,780,2720,4,2024-02-10
44170,4024,3119,2,2024-09-03
44171,557,5626,3,2024-05-15
44172,7628,7251,2,2024-01-01
44173,9045,2513,3,2024-08-03
44174,1633,8135,2,2024-08-02
44175,117,4138,5,2024-05-02
44176,5450,6320,2,2024-07-11
44177,3768,9574,2,2024-09-15
44178,5506,2723,2,2024-09-12
44179,470,9733,2,2024-02-06
44180,7579,4143,2,2024-04-05
44181,83,5467,1,2024-09-17
44182,1623,2011,1,2024-05-01
44183,1582,2249,3,2024-03-04
44184,3878,9193,5,2024-08-08
44185,5962,3800,5,2024-06-22
44186,5055,2216,3,2024-09-09
44187,9663,9058,5,2024-08-12
44188,9229,4149,2,2024-08-10
44189,2845,562,2,2024-03-17
44190,4912,4336,2,2024-02-27
44191,9043,6378,1,2024-01-14
44192,8104,1750,2,2024-08-27
44193,8252,5553,4,2024-04-14
44194,3269,1436,2,2024-01-29
44195,1280,6599,4,2024-11-05
44196,9370,8113,4,2024-05-06
44197,8902,1524,4,2024-07-27
44198,8629,9473,4,2024-03-31
44199,2770,7150,3,2024-05-20
44200,8695,6976,3,2024-10-07
44201,9307,9916,3,2024-08-12
44202,7538,4617,2,2024-02-21
44203,800,1648,5,2024-09-24
44204,1876,5232,2,2024-06-24
44205,8058,884,3,2024-10-26
44206,8016,4841,5,2024-07-13
44207,1280,641,4,2024-01-19
44208,3740,2150,4,2024-02-06
44209,7253,412,1,2024-08-06
44210,4294,9846,1,2024-02-29
44211,5025,4012,1,2024-10-26
44212,9635,4477,2,2024-08-04
44213,9694,5179,1,2024-05-29
44214,1365,9010,3,2024-03-10
44215,113,6026,3,2024-02-26
44216,3487,9498,1,2024-04-10
44217,3712,9124,2,2024-09-29
44218,2524,3854,3,2024-01-13
44219,3617,1157,2,2024-07-30
44220,9865,7920,5,2024-05-30
44221,4752,1126,2,2024-10-11
44222,9379,1343,4,2024-02-08
44223,2428,1328,4,2024-08-09
44224,6796,7059,3,2024-11-10
44225,115,6899,4,2024-04-13
44226,3644,188,5,2024-03-15
44227,2,3390,1,2024-10-28
44228,2270,7592,4,2024-02-27
44229,186,3182,1,2024-05-09
44230,5156,9261,4,2024-04-13
44231,73,1663,2,2024-08-17
44232,2855,8826,4,2024-05-29
44233,2393,7176,5,2024-08-30
44234,3506,1898,4,2024-10-04
44235,5388,6221,3,2024-08-15
44236,811,9502,2,2024-03-11
44237,5328,4624,3,2024-03-11
44238,9971,9418,1,2024-09-28
44239,3538,9533,3,2024-05-05
44240,567,1500,1,2024-04-05
44241,5896,3023,4,2024-02-08
44242,6352,4005,4,2024-01-02
44243,9731,4983,1,2024-08-19
44244,6697,2831,5,2024-01-25
44245,3470,834,5,2024-10-29
44246,282,5868,1,2024-04-11
44247,4615,8532,3,2024-08-17
44248,1807,371,4,2024-01-11
44249,3709,9817,3,2024-05-26
44250,1096,6752,5,2024-06-19
44251,5557,7780,3,2024-08-25
44252,2412,7008,5,2024-11-14
44253,3099,7529,4,2024-05-06
44254,9673,8253,1,2024-04-26
44255,898,8447,4,2024-08-16
44256,1395,8706,4,2024-01-03
44257,1751,4402,5,2024-07-02
44258,8394,7247,2,2024-04-16
44259,6526,7745,5,2024-07-02
44260,5404,4365,3,2024-10-23
44261,9569,8833,5,2024-02-24
44262,4274,244,3,2024-08-25
44263,9724,525,1,2024-09-15
44264,6964,1836,4,2024-09-03
44265,8434,9536,4,2024-06-22
44266,1459,4001,2,2024-09-24
44267,2427,1651,3,2024-10-28
44268,393,7318,4,2024-03-02
44269,9206,908,4,2024-09-11
44270,9772,2531,3,2024-09-01
44271,608,8453,1,2024-05-22
44272,4495,6910,2,2024-08-30
44273,1378,7595,4,2024-01-20
44274,1010,7639,2,2024-08-31
44275,261,8399,1,2024-06-04
44276,3521,5704,1,2024-05-04
44277,817,9644,4,2024-05-16
44278,4792,8677,4,2024-11-10
44279,6399,3974,5,2024-10-04
44280,3250,9688,1,2024-01-17
44281,635,6352,3,2024-04-06
44282,2962,4932,3,2024-06-03
44283,7613,2872,1,2024-04-27
44284,9040,3478,5,2024-07-16
44285,7732,2366,1,2024-08-04
44286,6587,431,3,2024-02-13
44287,3933,5898,2,2024-01-15
44288,6850,1218,4,2024-07-03
44289,7532,8774,2,2024-04-22
44290,7900,8657,2,2024-10-03
44291,7735,8883,4,2024-03-14
44292,1718,5825,3,2024-07-09
44293,7341,9590,4,2024-05-19
44294,9339,3735,5,2024-08-17
44295,6117,9923,1,2024-06-07
44296,2079,5085,3,2024-11-04
44297,7903,4979,5,2024-11-09
44298,8452,667,5,2024-10-11
44299,5901,4299,3,2024-07-25
44300,4765,7799,1,2024-05-10
44301,5776,5410,1,2024-03-11
44302,8360,4059,1,2024-11-16
44303,4465,3592,5,2024-08-24
44304,946,4536,4,2024-02-02
44305,5336,2699,2,2024-04-14
44306,2699,122,2,2024-02-19
44307,3413,5014,3,2024-07-10
44308,9359,8397,1,2024-05-03
44309,8629,6742,4,2024-01-25
44310,9528,9310,2,2024-04-11
44311,5834,898,4,2024-01-17
44312,7513,9061,3,2024-07-08
44313,8383,1321,3,2024-05-18
44314,3248,3656,2,2024-01-13
44315,3184,1734,4,2024-04-07
44316,3370,8429,2,2024-08-21
44317,598,8978,1,2024-07-12
44318,6476,3412,5,2024-04-12
44319,6450,6798,5,2024-04-04
44320,4095,2776,2,2024-01-24
44321,7664,3911,2,2024-02-22
44322,3496,4013,5,2024-08-03
44323,3978,8462,5,2024-03-17
44324,2895,681,4,2024-01-20
44325,9111,1089,4,2024-10-10
44326,9385,3288,2,2024-11-15
44327,5730,5238,3,2024-10-18
44328,1542,7811,4,2024-01-11
44329,6651,6042,4,2024-08-31
44330,1140,1384,2,2024-09-28
44331,8596,4497,5,2024-03-11
44332,4125,2479,5,2024-08-02
44333,6597,8469,1,2024-06-12
44334,533,7272,1,2024-02-01
44335,9957,7788,3,2024-05-10
44336,4729,7356,5,2024-09-24
44337,3617,1289,1,2024-06-01
44338,8267,6172,3,2024-01-06
44339,4769,5914,2,2024-09-22
44340,7956,40,1,2024-09-14
44341,8179,2526,5,2024-09-25
44342,1113,6656,1,2024-11-09
44343,8669,2021,4,2024-03-30
44344,3477,2412,5,2024-03-27
44345,3332,2698,2,2024-11-07
44346,2874,1563,4,2024-03-11
44347,5811,8772,1,2024-10-11
44348,8376,8095,3,2024-09-04
44349,799,2275,2,2024-06-17
44350,6251,8401,4,2024-05-03
44351,2642,8863,1,2024-01-18
44352,6213,301,4,2024-07-12
44353,5074,1273,4,2024-11-04
44354,5860,4082,4,2024-03-28
44355,2736,243,2,2024-02-04
44356,9264,9808,1,2024-09-04
44357,1695,9698,5,2024-06-30
44358,9701,3782,5,2024-09-21
44359,9472,9079,5,2024-06-28
44360,8320,6619,4,2024-11-19
44361,4935,9912,5,2024-04-14
44362,8710,9713,2,2024-03-20
44363,3050,7028,2,2024-03-05
44364,6854,1310,5,2024-10-05
44365,5993,4409,1,2024-02-28
44366,1289,2199,4,2024-10-13
44367,4224,3306,3,2024-09-30
44368,5609,1361,4,2024-09-27
44369,5949,240,3,2024-09-29
44370,7355,9109,1,2024-03-27
44371,3748,1603,2,2024-05-04
44372,194,5654,5,2024-08-04
44373,706,1560,3,2024-03-06
44374,7564,9464,2,2024-03-18
44375,1576,2255,5,2024-03-18
44376,6194,6104,4,2024-07-29
44377,2661,2480,2,2024-04-15
44378,7109,315,1,2024-08-15
44379,4248,5944,5,2024-10-25
44380,8633,774,3,2024-08-02
44381,9496,9071,5,2024-06-01
44382,3897,802,5,2024-03-15
44383,1212,5701,3,2024-07-02
44384,3461,8160,5,2024-08-14
44385,7602,5597,2,2024-03-13
44386,8751,5091,1,2024-03-04
44387,4074,7034,4,2024-02-06
44388,5445,9100,5,2024-10-06
44389,4540,1987,5,2024-06-22
44390,6618,4604,4,2024-08-28
44391,5449,2794,3,2024-01-01
44392,6295,6683,5,2024-07-13
44393,9254,9701,2,2024-07-12
44394,8963,5976,5,2024-11-03
44395,8113,6837,5,2024-11-05
44396,2843,1682,1,2024-07-02
44397,4118,1036,1,2024-08-16
44398,9100,774,5,2024-08-25
44399,3406,9764,5,2024-02-27
44400,3390,4877,5,2024-05-31
44401,1705,2655,2,2024-04-21
44402,8508,9344,1,2024-07-25
44403,8668,7621,2,2024-06-03
44404,911,1487,1,2024-08-30
44405,2019,5051,1,2024-06-20
44406,3688,2870,1,2024-06-29
44407,2170,8332,1,2024-10-09
44408,9912,142,5,2024-03-23
44409,8647,1290,1,2024-10-13
44410,6937,9049,3,2024-09-29
44411,3089,4730,2,2024-10-13
44412,8440,1501,4,2024-07-14
44413,9781,2341,1,2024-02-23
44414,8046,337,3,2024-04-17
44415,7499,3943,2,2024-04-28
44416,804,2188,2,2024-05-12
44417,9666,5525,1,2024-07-30
44418,4821,7542,2,2024-08-25
44419,5273,8425,4,2024-09-20
44420,9117,5573,5,2024-09-16
44421,3559,2499,4,2024-10-22
44422,9618,1060,4,2024-01-17
44423,5866,5689,4,2024-10-26
44424,5761,5484,5,2024-01-12
44425,352,7995,4,2024-08-01
44426,5773,2716,2,2024-04-14
44427,9829,4126,4,2024-09-12
44428,8063,5303,4,2024-07-31
44429,7733,2019,2,2024-04-13
44430,1304,3500,5,2024-10-07
44431,1021,6205,2,2024-10-24
44432,1619,4342,1,2024-03-26
44433,4929,3786,1,2024-07-06
44434,6585,4699,2,2024-10-02
44435,166,2582,2,2024-10-18
44436,9893,4453,5,2024-07-11
44437,2043,8838,5,2024-11-13
44438,206,9290,4,2024-05-01
44439,8400,9354,5,2024-10-14
44440,5024,5120,2,2024-07-28
44441,3545,3344,3,2024-05-13
44442,6543,9608,2,2024-06-16
44443,480,5345,1,2024-06-02
44444,8014,733,3,2024-06-15
44445,1009,326,2,2024-09-18
44446,411,9297,3,2024-03-04
44447,8027,6413,5,2024-03-25
44448,8202,2020,2,2024-08-29
44449,2215,5027,5,2024-05-25
44450,7355,122,5,2024-06-09
44451,9913,5459,1,2024-10-18
44452,111,8547,1,2024-03-04
44453,5853,3990,2,2024-01-04
44454,4176,7002,2,2024-04-14
44455,6198,9912,1,2024-08-21
44456,6246,8491,3,2024-08-25
44457,6455,4913,5,2024-07-12
44458,3251,990,2,2024-06-26
44459,310,6753,1,2024-07-22
44460,5544,4087,3,2024-09-24
44461,5222,1517,3,2024-07-07
44462,2687,2350,1,2024-05-29
44463,8214,172,1,2024-03-29
44464,2985,1431,3,2024-11-19
44465,4860,5003,4,2024-05-26
44466,661,572,3,2024-06-21
44467,7422,7189,5,2024-03-27
44468,2202,8430,4,2024-06-29
44469,6658,3808,5,2024-06-23
44470,1373,333,1,2024-02-17
44471,8787,7820,3,2024-03-06
44472,4703,8856,3,2024-02-21
44473,9524,5676,2,2024-07-26
44474,123,1073,5,2024-01-30
44475,9401,7916,5,2024-01-21
44476,6204,6582,3,2024-02-25
44477,72,1668,1,2024-11-10
44478,2578,7602,4,2024-07-24
44479,8621,5980,2,2024-02-11
44480,92,3173,3,2024-01-03
44481,9010,978,5,2024-10-29
44482,1011,2909,3,2024-09-23
44483,2873,2701,5,2024-07-29
44484,8008,2378,1,2024-05-06
44485,1293,3899,4,2024-07-17
44486,8216,5664,5,2024-11-03
44487,2491,1031,2,2024-06-12
44488,6397,9464,5,2024-03-18
44489,1446,1093,2,2024-08-12
44490,9333,7322,2,2024-08-11
44491,2093,3793,1,2024-02-10
44492,5847,3331,4,2024-01-01
44493,6145,519,1,2024-02-10
44494,187,7361,2,2024-03-28
44495,7289,5020,4,2024-08-29
44496,3500,1078,1,2024-08-22
44497,4003,6885,1,2024-05-28
44498,9586,7847,3,2024-07-13
44499,6975,1057,4,2024-04-14
44500,7616,3934,5,2024-10-04
44501,650,1503,2,2024-04-17
44502,4205,3207,4,2024-01-18
44503,2532,4276,3,2024-10-27
44504,1878,8984,5,2024-10-23
44505,2391,5858,1,2024-03-29
44506,8624,5568,3,2024-10-07
44507,4116,8714,2,2024-04-05
44508,1959,1225,2,2024-07-02
44509,1737,7594,4,2024-05-19
44510,3521,7361,4,2024-02-21
44511,1909,116,2,2024-04-16
44512,2983,6876,3,2024-05-07
44513,9763,9128,1,2024-01-15
44514,762,7211,4,2024-06-06
44515,4640,7062,5,2024-04-26
44516,7797,3097,5,2024-07-18
44517,9331,9996,5,2024-10-19
44518,3775,7737,1,2024-03-14
44519,1646,257,3,2024-07-11
44520,7323,1932,2,2024-11-15
44521,224,1511,5,2024-07-04
44522,4427,5837,5,2024-07-19
44523,7306,5423,2,2024-02-03
44524,9385,6598,4,2024-01-21
44525,8100,2396,3,2024-03-17
44526,5411,1141,3,2024-09-23
44527,935,2704,4,2024-07-22
44528,9402,7060,4,2024-08-27
44529,4685,9384,2,2024-08-19
44530,9636,5616,5,2024-06-23
44531,1959,2491,2,2024-03-04
44532,584,2435,3,2024-01-06
44533,2274,3950,3,2024-11-04
44534,4448,5237,2,2024-03-31
44535,5688,9416,1,2024-04-05
44536,3414,6022,4,2024-02-03
44537,9621,9976,1,2024-02-15
44538,7524,9099,1,2024-07-06
44539,7954,7385,3,2024-08-15
44540,5243,2463,2,2024-02-17
44541,4875,6160,1,2024-07-15
44542,6640,6792,5,2024-11-04
44543,610,6143,4,2024-05-08
44544,7061,9356,5,2024-02-11
44545,2426,1219,3,2024-10-22
44546,9434,4282,4,2024-01-20
44547,716,9867,4,2024-06-27
44548,8734,4888,1,2024-11-15
44549,739,3850,5,2024-11-06
44550,8345,2321,2,2024-02-23
44551,2250,8361,3,2024-09-29
44552,4849,6838,3,2024-08-20
44553,1046,1310,2,2024-07-21
44554,6182,3775,3,2024-09-11
44555,5728,2215,3,2024-02-22
44556,2395,967,2,2024-05-15
44557,9607,5655,5,2024-03-13
44558,4609,8649,2,2024-02-08
44559,2060,6738,5,2024-08-17
44560,960,6756,2,2024-08-20
44561,3642,98,5,2024-02-03
44562,6748,7537,4,2024-04-02
44563,5842,6724,1,2024-02-06
44564,1543,5277,4,2024-07-29
44565,6659,9287,5,2024-10-20
44566,5007,6897,4,2024-11-05
44567,318,2741,2,2024-01-02
44568,7950,1382,4,2024-08-15
44569,2104,543,5,2024-11-13
44570,5536,5875,5,2024-06-22
44571,4036,4412,2,2024-04-09
44572,1461,6371,2,2024-06-14
44573,588,3454,4,2024-04-15
44574,574,3771,2,2024-05-14
44575,8924,7038,3,2024-08-17
44576,7600,3775,3,2024-02-24
44577,603,2061,5,2024-04-29
44578,3164,1216,2,2024-04-25
44579,5075,9316,4,2024-08-23
44580,7522,7259,2,2024-09-20
44581,5409,8524,3,2024-09-15
44582,8659,7660,3,2024-09-24
44583,7673,2226,4,2024-04-04
44584,7213,2120,2,2024-06-30
44585,4051,1896,2,2024-07-06
44586,3895,2836,4,2024-07-31
44587,9383,6769,4,2024-06-13
44588,6696,1061,3,2024-04-08
44589,1944,8320,5,2024-07-27
44590,705,9734,5,2024-01-08
44591,9260,6605,5,2024-08-31
44592,6717,5673,4,2024-03-08
44593,3119,6017,3,2024-08-28
44594,7777,8428,2,2024-10-06
44595,310,5477,5,2024-01-01
44596,1044,9861,1,2024-08-12
44597,498,1448,2,2024-03-22
44598,7442,1981,3,2024-02-05
44599,9646,749,1,2024-08-28
44600,7985,612,5,2024-10-24
44601,7824,7156,1,2024-09-13
44602,4387,7574,2,2024-03-11
44603,5995,6205,4,2024-09-16
44604,3708,9662,5,2024-08-14
44605,5320,4605,1,2024-07-30
44606,9454,538,1,2024-06-22
44607,3563,8261,1,2024-07-08
44608,9874,9664,1,2024-05-22
44609,9823,583,4,2024-11-13
44610,2305,3153,5,2024-05-27
44611,1251,2876,1,2024-04-07
44612,7922,8149,2,2024-08-07
44613,5731,8570,4,2024-07-26
44614,2962,4278,4,2024-03-09
44615,2153,9275,1,2024-03-08
44616,4993,4481,3,2024-11-18
44617,9405,6259,2,2024-03-17
44618,6215,1680,2,2024-04-21
44619,5211,6723,5,2024-11-07
44620,4268,4238,3,2024-09-05
44621,7963,2648,2,2024-01-10
44622,1005,5071,1,2024-08-19
44623,2139,5376,4,2024-02-19
44624,4359,2914,2,2024-05-12
44625,7828,2103,2,2024-06-27
44626,555,4199,3,2024-04-01
44627,5546,43,2,2024-07-13
44628,5352,8695,4,2024-08-15
44629,6928,4231,2,2024-05-07
44630,2583,5597,4,2024-03-22
44631,48,3259,1,2024-07-14
44632,7941,2960,4,2024-11-08
44633,732,9643,2,2024-04-29
44634,7687,906,4,2024-02-20
44635,194,2476,4,2024-07-31
44636,7402,6907,3,2024-08-06
44637,9998,9085,1,2024-01-28
44638,6757,2762,5,2024-07-09
44639,715,5393,1,2024-09-01
44640,6965,9738,3,2024-01-01
44641,1830,16,4,2024-06-28
44642,5078,3716,4,2024-09-27
44643,9314,6315,4,2024-07-17
44644,7645,4648,5,2024-09-17
44645,8770,817,3,2024-03-10
44646,4974,4264,3,2024-06-08
44647,3323,7086,4,2024-08-18
44648,2199,9853,4,2024-05-19
44649,7822,2342,3,2024-07-16
44650,2754,2820,4,2024-07-29
44651,9100,6019,1,2024-04-26
44652,65,1898,3,2024-07-16
44653,4558,2190,1,2024-08-31
44654,6777,7258,3,2024-07-08
44655,564,8999,3,2024-06-10
44656,6380,5195,2,2024-06-08
44657,3561,1644,2,2024-07-18
44658,5950,7257,2,2024-11-07
44659,8932,3363,3,2024-09-29
44660,5370,1804,1,2024-11-20
44661,1777,1028,1,2024-01-18
44662,6937,2328,1,2024-03-27
44663,1308,9882,4,2024-01-12
44664,7164,9165,3,2024-02-28
44665,2305,1563,2,2024-11-12
44666,1033,5274,1,2024-09-06
44667,7827,4355,3,2024-06-05
44668,9223,189,4,2024-10-18
44669,9892,8364,2,2024-07-15
44670,6503,8819,2,2024-02-15
44671,6577,8089,1,2024-03-20
44672,2927,9433,2,2024-01-17
44673,3132,5837,5,2024-07-29
44674,2624,9365,2,2024-01-04
44675,891,3793,4,2024-07-18
44676,5030,9902,5,2024-06-22
44677,3335,9523,4,2024-02-20
44678,6062,3449,4,2024-04-10
44679,9797,4817,5,2024-09-11
44680,7236,3135,3,2024-07-05
44681,9955,4312,4,2024-09-27
44682,662,2463,4,2024-03-07
44683,2175,7385,1,2024-08-13
44684,7370,9215,1,2024-04-10
44685,9160,6270,1,2024-09-02
44686,8727,4277,4,2024-06-16
44687,8614,6223,2,2024-01-05
44688,7813,3163,2,2024-02-12
44689,6531,2492,5,2024-07-28
44690,3065,2711,1,2024-08-25
44691,4144,320,3,2024-06-29
44692,1312,1603,1,2024-02-26
44693,6143,7996,5,2024-01-25
44694,3315,7236,1,2024-01-19
44695,5638,3523,2,2024-08-29
44696,1302,7210,5,2024-05-28
44697,1436,2738,4,2024-08-09
44698,551,2289,3,2024-10-15
44699,6705,1806,5,2024-07-13
44700,7775,8487,1,2024-08-17
44701,3440,4558,5,2024-04-18
44702,7591,1552,3,2024-03-29
44703,9162,7889,1,2024-06-23
44704,9008,6282,4,2024-02-07
44705,5596,2876,4,2024-04-06
44706,9341,1833,2,2024-09-04
44707,390,7304,3,2024-07-06
44708,7096,7000,3,2024-09-29
44709,3078,828,2,2024-07-09
44710,1037,9100,3,2024-02-26
44711,2366,9242,3,2024-07-20
44712,2064,3819,1,2024-04-09
44713,8199,7675,5,2024-05-17
44714,1390,2359,4,2024-06-04
44715,8859,3724,5,2024-08-04
44716,8498,5344,1,2024-07-30
44717,6415,8710,1,2024-01-02
44718,2867,5095,1,2024-03-25
44719,8397,5639,1,2024-01-13
44720,5031,2270,5,2024-09-13
44721,6596,3074,3,2024-02-03
44722,8377,7810,4,2024-08-24
44723,5598,2462,3,2024-11-10
44724,555,6503,4,2024-04-16
44725,6099,558,5,2024-08-03
44726,7496,2823,1,2024-07-09
44727,7719,842,4,2024-07-26
44728,2859,4132,4,2024-06-24
44729,4506,1521,5,2024-04-13
44730,8928,4133,2,2024-08-21
44731,3299,7970,2,2024-08-01
44732,8561,7831,3,2024-09-24
44733,5479,2396,3,2024-01-27
44734,3611,7333,5,2024-02-12
44735,5638,2348,4,2024-11-16
44736,2123,8704,5,2024-10-18
44737,7399,1911,3,2024-07-31
44738,7062,2062,3,2024-08-28
44739,3829,9553,4,2024-05-22
44740,6218,5891,2,2024-07-01
44741,7493,7038,1,2024-09-14
44742,6364,719,4,2024-05-02
44743,7169,1992,5,2024-08-26
44744,7295,9155,4,2024-04-23
44745,7124,1127,1,2024-04-13
44746,2685,2337,1,2024-07-30
44747,7362,4821,4,2024-03-23
44748,9454,7575,1,2024-10-10
44749,3021,1619,1,2024-03-04
44750,9128,9411,1,2024-01-25
44751,9205,1511,2,2024-06-25
44752,691,3921,1,2024-04-09
44753,6444,7144,3,2024-02-19
44754,4440,2665,5,2024-03-16
44755,8530,5832,2,2024-08-08
44756,8762,9936,1,2024-08-11
44757,4630,4076,3,2024-05-16
44758,2811,6156,1,2024-05-11
44759,6844,9977,1,2024-06-20
44760,3731,3410,3,2024-11-02
44761,4844,4457,4,2024-06-22
44762,4361,8486,4,2024-04-05
44763,2764,6468,2,2024-02-10
44764,9684,5006,3,2024-01-23
44765,8706,9600,4,2024-06-30
44766,8054,9019,3,2024-07-16
44767,9824,2653,4,2024-04-21
44768,1783,7278,2,2024-06-21
44769,9125,2263,4,2024-06-22
44770,4737,4009,4,2024-06-24
44771,1881,3724,3,2024-07-19
44772,2720,5162,3,2024-09-13
44773,1272,8919,3,2024-10-19
44774,771,1467,1,2024-10-17
44775,3035,8177,3,2024-10-15
44776,7108,8130,1,2024-01-11
44777,6143,5588,2,2024-07-23
44778,3795,6238,2,2024-09-16
44779,9398,9345,3,2024-08-23
44780,7578,990,4,2024-07-13
44781,484,5805,5,2024-10-23
44782,3084,5254,5,2024-08-20
44783,6835,5722,5,2024-07-06
44784,3052,7738,3,2024-04-24
44785,8807,6433,3,2024-02-26
44786,9659,9585,1,2024-05-22
44787,4482,4329,2,2024-09-09
44788,3251,3694,3,2024-03-07
44789,8727,5101,2,2024-02-20
44790,7250,7050,2,2024-07-15
44791,2728,6406,3,2024-04-09
44792,7663,569,2,2024-03-31
44793,847,3497,4,2024-02-27
44794,3907,4708,1,2024-04-17
44795,5566,5297,2,2024-05-31
44796,8189,7865,5,2024-01-25
